0.885150588,1.072,1
0.827140765,1.104,1
0.864937029,1.096,1
1.039439079,1.044,1
0.945330877,1.044,0
0.865832024,1.056,0
0.907963525,1.056,0
0.910934246,1.048,0
0.883223965,1.1,0
0.905797759,1.068,0
0.937378958,1.048,0
0.846713125,1.06,0
0.906880041,1.1,0
0.846576516,1.052,0
0.798527497,1.044,0
0.829955919,1.128,0
0.914590241,1.072,0
0.828875121,1.06,0
0.882296604,1.088,0
0.884286654,1.108,0
0.83918755,1.064,0
0.826983721,1.084,0
0.811960946,1.108,0
0.892745514,1.056,0
0.778869474,1.08,0
0.846086833,1.088,0
0.872341822,1.112,0
0.811045697,1.088,0
0.810672438,1.128,0
0.894882481,1.096,0
0.812731617,1.096,0
0.813868525,1.092,0
0.842215512,1.1,0
0.806365138,1.076,0
0.813212428,1.052,0
0.804921429,1.1,0
0.862886526,1.064,0
0.868168538,1.048,0
0.808569919,1.044,0
0.86603323,1.072,0
0.83713594,1.052,0
0.877710772,1.072,0
0.837943934,1.112,0
0.885788612,1.084,0
0.817815193,1.08,0
0.836797192,1.084,0
0.894995405,1.084,0
0.805027742,1.048,0
0.848603961,1.08,0
0.819519023,1.052,0
0.812246261,1.028,0
0.849545394,1.052,0
0.845448255,1.048,0
0.865493382,1.06,0
0.87371038,1.064,0
0.838914744,0,0
